Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
article,Politicians Want Universal School Vouchers. But What About The Public?,https://fivethirtyeight.com/features/politicians-want-universal-school-vouchers-but-what-about-the-public/,Monica Potts; Mary Radcliffe,"Mar. 29, 2023, at 12:23 PM",Education; Public Schools; Home school; Private school; Religious; Vouchers,12
