Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
podcast,Politics Podcast: How The '90s Shaped Today's GOP ,https://fivethirtyeight.com/features/politics-podcast-how-the-90s-shaped-todays-gop/,Galen Druke,"Nov. 21, 2022",Donald Trump; FiveThirtyEight Podcasts; Politics Podcast; Newt Gingrich; Ronald Reagan; Rush Limbaugh,0
article,How A Data Processing Error Changed Our Deluxe Forecast,https://fivethirtyeight.com/features/how-a-data-processing-error-changed-our-deluxe-forecast/,,"Nov. 18, 2022, at 2:11 PM",2022 Election; Housekeeping,0
